Geo Point;Geo Shape;Arrondissement;Adresse;Proposition non réalisable;Type de végétalisation;Etat de la proposition;Numéro;Commentaitre accompagnant la proposition;Avancement du projet
48.8677319998,2.33516899936;"{""type"": ""Point"", ""coordinates"": [2.335168999359205, 48.867731999846065]}";75002.0;8  Rue Dalayrac;la proposition ne rentre pas dans le cadre de l'opération Du Vert Près de Chez Moi car elle est sans rapport avec une végétalisation de proximité sur l'espace public;Pot ou bac à fleurs;Propositions non réalisables techniquement;S2014G2037;bonjour souci de bacs à fleurs non fixés au dessus de sorties d'immeuble et magasin merci pour votre retour;-
48.8488929997,2.36521699983;"{""type"": ""Point"", ""coordinates"": [2.365216999827099, 48.84889299970334]}";75004.0;3  Rue de Brissac;la proposition n'a pas été retenue car elle concerne une zone située en dehors du domaine public géré par la Ville de Paris;Mur végétalisé;Propositions non réalisables techniquement;S2014G2825;proposition d'un jardin suspendu et d'une façade végétalisée sur un batiement Airparif: un projet qui fait sens;-
48.8655500001,2.28346399996;"{""type"": ""Point"", ""coordinates"": [2.28346399996278, 48.86555000006218]}";75016.0;1 Place de Mexico;la proposition n'a pas été retenue car l'espace n'est pas suffisant;Végétalisation d'un pied d'arbre;Propositions non réalisables techniquement;S2014G3654;Arbres et jardin place de Mexico;-
48.88733,2.35968999967;"{""type"": ""Point"", ""coordinates"": [2.359689999670867, 48.88732999999657]}";75018.0;Rue Marx Dormoy;la proposition n'a pas été retenue car elle correspond à un opération de plus grande ampleur, incluant potentiellement des travaux relativement conséquents, allant au-delà de cet appel à propositions qui vise à développer une végétalisation de;Autre proposition;Propositions non réalisables techniquement;S2014G1350;Des jardinets sur 1 mètre tout le long de la rue Marx Dormoy du cote pair et impair. Cela donnerait a cette rue une véritable fraicheur.;-
48.8846280001,2.33221000068;"{""type"": ""Point"", ""coordinates"": [2.332210000676989, 48.884628000139344]}";75018.0;6B Cité Véron;la proposition n'a pas été retenue car le trottoir est trop étroit;Mur végétalisé;Propositions non réalisables techniquement;S2014I5749;"Un mur vegetal le long de toute la Cité Véron, serait
 ideal, theatre ouvert et academie de danse comprise.";-
48.8881500002,2.36132000028;"{""type"": ""Point"", ""coordinates"": [2.361320000278522, 48.8881500001717]}";75018.0;Rue Romy Schneider;la proposition n'a pas été retenue car elle faisait état d'un dysfonctionnement de l'espace public, et ne rentrait pas dans le cadre de l'opération Du Vert Près de Chez Moi;Végétalisation d'un pied d'arbre;Propositions non réalisables techniquement;S2014I1336;Les mauvaises herbes envahissent le trottoir;-
48.8725300003,2.3957350002;"{""type"": ""Point"", ""coordinates"": [2.395735000196394, 48.87253000026128]}";75020.0;27 Rue Pixérécourt;la proposition n'a pas été retenue car le mur proposé est apparu inadéquat ou en mauvais état;Mur végétalisé;Propositions non réalisables techniquement;S2014I5181;Faire de ce mur un mur végétalisé;-
48.8721010001,2.40593800043;"{""type"": ""Point"", ""coordinates"": [2.405938000432128, 48.872101000112565]}";75020.0;50  Rue Saint-Fargeau;-;Mur végétalisé;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014G4729;-;-
48.8648209998,2.37610100022;"{""type"": ""Point"", ""coordinates"": [2.376101000218247, 48.86482099978647]}";75011.0;58 Avenue de la République;la proposition n'a pas été retenue car elle concerne une zone située en dehors du domaine public géré par la Ville de Paris;Jardinière en pleine terre;Propositions non réalisables techniquement;S2014H2913;100m2 d'une parcelle appartenant à la copropriété;-
48.8603259996,2.37554199999;"{""type"": ""Point"", ""coordinates"": [2.375541999988174, 48.86032599962487]}";75011.0;54  Rue Popincourt;La végétalisation proposée (plantation d'arbres, jardinières, ...) est déjà présente à l'emplacement proposé;Plantation d?arbre;Propositions non réalisables techniquement;S2014I4447;Planter un grand arbre type magnolia sur la placette à côté du 54 rue Popincourt pour créer un endroit de rencontre et pas simplement un parvis bétonné;-
48.8798290003,2.29832799953;"{""type"": ""Point"", ""coordinates"": [2.298327999533901, 48.87982900026376]}";75017.0;33  Rue Poncelet;la proposition n'a pas été retenue car l'espace n'est pas suffisant;Autre proposition;Propositions non réalisables techniquement;S2014H2763;Entre le 29 rue Poncelet et la rue des Renaudes, végétalisation par câbles le long du muret côté rue ou à partir du côté bâtiment pour retomber côté rue.;-
48.8789739999,2.29654899953;"{""type"": ""Point"", ""coordinates"": [2.2965489995331, 48.87897399991574]}";75017.0;13  Rue Poncelet;La végétalisation proposée (plantation d'arbres, jardinières, ...) est déjà présente à l'emplacement proposé;Pot ou bac à fleurs;Propositions non réalisables techniquement;S2014H3144;"Au 13 et 15 rue Poncelet. Remplacer les bacs en
 ciment très moches par des bacs en bois plus jolis et plus écolos.";-
48.8334970002,2.36154900044;"{""type"": ""Point"", ""coordinates"": [2.361549000438912, 48.83349700018534]}";75013.0;Place Pinel;-;Pot ou bac à fleurs;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014I4274;-;-
48.8934970002,2.31666299995;"{""type"": ""Point"", ""coordinates"": [2.316662999952778, 48.893497000212946]}";75017.0;Passage Petit Cerf;-;Pot ou bac à fleurs;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014G2781;-;-
48.8758050001,2.38207599941;"{""type"": ""Point"", ""coordinates"": [2.382075999412673, 48.875805000094694]}";75019.0;Rue Pradier;-;pot ou bac à fleurs;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014I1628;-;-
48.8916640001,2.32663000013;"{""type"": ""Point"", ""coordinates"": [2.326630000129388, 48.89166400007402]}";75018.0;3 Passage Legendre;la proposition ne rentre pas dans le cadre de l'opération Du Vert Près de Chez Moi car elle est sans rapport avec une végétalisation de proximité sur l'espace public;Jardinière en pleine terre;Propositions non réalisables techniquement;S2014I381;test ***;-
48.8835820002,2.29649200013;"{""type"": ""Point"", ""coordinates"": [2.296492000128646, 48.8835820002116]}";75017.0;87  Avenue Niel;la proposition n'a pas été retenue car elle faisait état d'un dysfonctionnement de l'espace public, et ne rentrait pas dans le cadre de l'opération Du Vert Près de Chez Moi;Végétalisation d'un pied d'arbre;Propositions non réalisables techniquement;S2014I1560;un maronnier avec pleins de petite bestioles a traiter;-
48.8991140002,2.33224300034;"{""type"": ""Point"", ""coordinates"": [2.332243000342799, 48.89911400021503]}";75018.0;Rue Henri Huchard;l'absence de commentaires ou de photos, ou de précisions suffisantes, n'ont pas permis aux services de caractériser le type de végétalisation souhaité ou un emplacement suffisament précis;Autre proposition;Propositions non réalisables techniquement;S2014H2961;pas de commentaires;-
48.8961930003,2.34682899962;"{""type"": ""Point"", ""coordinates"": [2.346828999615691, 48.89619300025881]}";75018.0;1b  Passage Duhesme;la proposition n'a pas été retenue car elle concerne une zone située en dehors du domaine public géré par la Ville de Paris;Jardinière en pleine terre;Propositions non réalisables techniquement;S2014G4824;Vegetalisation cour intérieur;-
48.8464180003,2.38709500045;"{""type"": ""Point"", ""coordinates"": [2.387095000454801, 48.846418000257586]}";75012.0;32 Rue Erard;-;Mur végétalisé;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014G3695;-;-
48.8261249996,2.33397800014;"{""type"": ""Point"", ""coordinates"": [2.333978000141232, 48.826124999619]}";75014.0;Au fond de la rue Gauguet;-;Mur végétalisé;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;;-;-
48.8917449999,2.32657599954;"{""type"": ""Point"", ""coordinates"": [2.326575999539857, 48.89174499987601]}";75017.0;Passage Legendre;-;Plantation d?arbre;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014H3862;-;-
48.821714,2.34206000022;"{""type"": ""Point"", ""coordinates"": [2.342060000219086, 48.82171399998677]}";75014.0;70, rue de l'Amiral Mouchez;-;Mur végétalisé;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014I4477;-;-
48.8789670001,2.32317400024;"{""type"": ""Point"", ""coordinates"": [2.323174000239543, 48.87896700008139]}";75008.0;Place de l'Europe;La végétalisation proposée (plantation d'arbres, jardinières, ...) est déjà présente à l'emplacement proposé;Pot ou bac à fleurs;Propositions non réalisables techniquement;S2014I2398;pas de commentaires;-
48.8320539999,2.32237300035;"{""type"": ""Point"", ""coordinates"": [2.322373000353182, 48.83205399993509]}";75014.0;29 Rue de la Sablière;la proposition ne rentre pas dans le cadre de l'opération Du Vert Près de Chez Moi car elle est sans rapport avec une végétalisation de proximité sur l'espace public;Pot ou bac à fleurs;Propositions non réalisables techniquement;S2014G3323;"Espace occupé par une quinzaine de personnes importunant
 le voisinage tous les soirs";-
48.8318890001,2.35685500037;"{""type"": ""Point"", ""coordinates"": [2.356855000371262, 48.83188900012989]}";75013.0;14  Rue Godefroy;La végétalisation proposée (plantation d'arbres, jardinières, ...) est déjà présente à l'emplacement proposé;Plantation d?arbre;Propositions non réalisables techniquement;S2014H1165;pas de commentaires;-
48.8843799997,2.3565030001;"{""type"": ""Point"", ""coordinates"": [2.356503000097787, 48.88437999974452]}";75018.0;52  Boulevard de la Chapelle;l'absence de commentaires ou de photos, ou de précisions suffisantes, n'ont pas permis aux services de caractériser le type de végétalisation souhaité ou un emplacement suffisament précis;Autre proposition;Propositions non réalisables techniquement;S2014G4464;pas de commentaires;-
48.891265,2.36890200062;"{""type"": ""Point"", ""coordinates"": [2.368902000620812, 48.8912649999795]}";75019.0;120  Rue d'Aubervilliers;la proposition n'a pas été retenue car le trottoir est trop étroit;Mur végétalisé;Propositions non réalisables techniquement;S2014I4869;"Il est urgent de rendre la rue d'Aubervilliers aux
 résidents et de les protéger des nuisances sonores et des degradations";-
48.8807549995,2.35777900048;"{""type"": ""Point"", ""coordinates"": [2.357779000475145, 48.880754999545445]}";75010.0;179 Rue du Faubourg Saint-Martin;la proposition n'a pas été retenue car l'espace n'est pas suffisant;Mur végétalisé;Propositions non réalisables techniquement;S2014G2612;La façade inclinée du métro Château-Landon pourrait accueillir un mur végétalisé mettant en valeur le nouveau kiosque à journaux;-
48.8612499997,2.37004599938;"{""type"": ""Point"", ""coordinates"": [2.370045999375938, 48.86124999966573]}";75011.0;19  Rue Alphonse Baudin;la proposition n'a pas été retenue car le trottoir est trop étroit;Mur végétalisé;Propositions non réalisables techniquement;S2014I4687;pas de commentaires;-
48.8795380001,2.31843099966;"{""type"": ""Point"", ""coordinates"": [2.318430999661426, 48.87953800010994]}";75008.0;Place de Narvik;la proposition n'a pas été retenue car elle correspond à un opération de plus grande ampleur, incluant potentiellement des travaux relativement conséquents, allant au-delà de cet appel à propositions qui vise à développer une végétalisation de;Autre proposition;Propositions non réalisables techniquement;S2014I2397;pas de commentaires;-
48.8509536625,2.36271132089;"{""type"": ""Point"", ""coordinates"": [2.362711320888891, 48.8509536625338]}";75004.0;place du pere teilhard'de chardin;-;Jardinière en pleine terre;proposition réalisable et retenue dans les 200 points de végétalisation;S2014G2964;-;En cours de substitution / En cours de validation
48.8638190001,2.35662499945;"{""type"": ""Point"", ""coordinates"": [2.356624999448051, 48.86381900012004]}";75003.0;25  Rue des Gravilliers;la proposition n'a pas été retenue car elle concerne une zone non accessible depuis l'espace public;Mur végétalisé;Propositions non réalisables techniquement;S2014I3535;pas de commentaires;-
48.8540320003,2.37379200002;"{""type"": ""Point"", ""coordinates"": [2.3737920000172, 48.85403200031989]}";75011.0;13  Passage Thiéré;la proposition n'a pas été retenue car elle faisait état d'un dysfonctionnement de l'espace public, et ne rentrait pas dans le cadre de l'opération Du Vert Près de Chez Moi;Mur végétalisé;Propositions non réalisables techniquement;S2014I699;"Bonjour Il existe déjà un grillage végétalisé, mais
 il manque des plantes pour garnir son pied afin d'éviter que le bac ne serve de poubelles.";-
48.8411599998,2.39873499979;"{""type"": ""Point"", ""coordinates"": [2.398734999787067, 48.84115999977205]}";75012.0;Rue de Picpus;La végétalisation proposée (plantation d'arbres, jardinières, ...) est déjà présente à l'emplacement proposé;Autre proposition;Propositions non réalisables techniquement;S2014G2369;"Jardinières en experimentation depuis
 plus de 4 ans. Version définitive souhaitée";-
48.8313159996,2.36625800048;"{""type"": ""Point"", ""coordinates"": [2.366258000478947, 48.831315999567515]}";75013.0;57  Rue Jeanne d'Arc;une proposition similaire a déjà été proposée et a été retenue. Le projet est à l'étude.;Plantation d?arbre;Propositions non réalisables techniquement;S2014H2205;pas de commentaires;-
48.8382750003,2.27609899981;"{""type"": ""Point"", ""coordinates"": [2.27609899981235, 48.83827500025163]}";75015.0;61  Rue Leblanc;La végétalisation proposée (plantation d'arbres, jardinières, ...) est déjà présente à l'emplacement proposé;Plantation d?arbre;Propositions non réalisables techniquement;S2014I4598;"continuité du parc a.citroen par plantation d'arbres
 sur la rue leblanc (environ du 40 rue leblanc) jusqu'à l'accès de la petite ceinture et de fait reduire la circulation automobile pres du parc a citroen et de l'hopital geaoges pompidou";-
48.883999,2.32489200065;"{""type"": ""Point"", ""coordinates"": [2.324892000653038, 48.883998999986034]}";75017.0;05 Rue Darcet;la proposition n'a pas été retenue car l'espace n'est pas suffisant;Mur végétalisé;Propositions non réalisables techniquement;S2014I2475;Un mur végétal serait superbe à cet endroit et empêcherait les tageurs de venir s amuser;-
48.8565099996,2.3866650005;"{""type"": ""Point"", ""coordinates"": [2.386665000495143, 48.85650999964386]}";75011.0;9  Rue Carrière-Mainguet;-;Végétalisation d'un pied d'arbre;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014I310;-;-
48.8363480003,2.39887499986;"{""type"": ""Point"", ""coordinates"": [2.398874999863641, 48.83634800032285]}";75012.0;95/105 Rue Claude Decaen;-;Pot ou bac à fleurs;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014G4818;-;-
-90.0,-59.0169768948;"{""type"": ""Point"", ""coordinates"": [-59.016976894805566, -90.0]}";75019.0;Angle rue André Danjon/avenue Jean Jaurès;-;Plantation dun arbre et bacs éventuellement comestibles.;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;;-;-
48.8698649997,2.37996199966;"{""type"": ""Point"", ""coordinates"": [2.379961999664329, 48.86986499965649]}";75020.0;Boulevard de Belleville;-;Végétalisation d'un pied d'arbre;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014H2647;-;-
48.8509199998,2.3957699994;"{""type"": ""Point"", ""coordinates"": [2.395769999399755, 48.850919999837714]}";75011.0;115  Rue de Montreuil;la proposition n'a pas été retenue car le trottoir est trop étroit;Plantation d?arbre;Propositions non réalisables techniquement;S2014I3298;mettre bac arbuste a l'angle avenue bouvines;-
48.8664449998,2.34926400063;"{""type"": ""Point"", ""coordinates"": [2.349264000628803, 48.86644499975842]}";75002.0;34  Rue Dussoubs;la proposition n'a pas été retenue car le trottoir est trop étroit;Mur végétalisé;Propositions non réalisables techniquement;S2014G3466;"Il s'agit d'un grand mur aveugle côté court. Il n'y a que 3 
petites fenêtres qui percent ce mur de 3 étages sur 10 m de côté.";-
48.8289850003,2.31769699995;"{""type"": ""Point"", ""coordinates"": [2.317696999952399, 48.82898500032688]}";75014.0;54 Rue de l'Abbé Carton;la proposition n'a pas été retenue car elle concerne une zone non accessible depuis l'espace public;Mur végétalisé;Propositions non réalisables techniquement;S2014G4067;Sur le grand mur en pierre nu.;-
48.8843469997,2.33853999988;"{""type"": ""Point"", ""coordinates"": [2.338539999880336, 48.884346999722666]}";75018.0;Place des Abbesses;La végétalisation proposée (plantation d'arbres, jardinières, ...) est déjà présente à l'emplacement proposé;Plantation d?arbre;Propositions non réalisables techniquement;S2014I1866;pas de commentaires;-
48.845405,2.40922299982;"{""type"": ""Point"", ""coordinates"": [2.409222999820222, 48.84540500002886]}";75012.0;19B Rue Montera;la proposition n'a pas été retenue car elle correspond à un opération de plus grande ampleur, incluant potentiellement des travaux relativement conséquents, allant au-delà de cet appel à propositions qui vise à développer une végétalisation de;Autre proposition;Propositions non réalisables techniquement;S2014H5;À quand une coulée verte sur cette vieille ligne de chemin de fer ?;-
48.8819244494,2.35252146046;"{""type"": ""Point"", ""coordinates"": [2.35252146045581, 48.88192444938404]}";75010.0;rue ambroise pare;-;Pot ou bac à fleurs;proposition réalisable et retenue dans les 200 points de végétalisation;S2014H3574;-;Programmé
48.8594436056,2.35278647932;"{""type"": ""Point"", ""coordinates"": [2.352786479315731, 48.859443605592745]}";75004.0;16 rue saint merri;-;Pot ou bac à fleurs;proposition réalisable et retenue dans les 200 points de végétalisation;S2014H2803;-;Réalisé
48.8666025152,2.34550628191;"{""type"": ""Point"", ""coordinates"": [2.3455062819056582, 48.866602515164445]}";75002.0;17 rue leopold'bellan;-;Mur végétalisé;proposition réalisable et retenue dans les 200 points de végétalisation;NP2;-;Programmé
48.8413674156,2.33935417695;"{""type"": ""Point"", ""coordinates"": [2.339354176945511, 48.84136741558947]}";75005.0;12b rue du val'de grâce;-;Pot ou bac à fleurs;proposition réalisable et retenue dans les 200 points de végétalisation;S2014I1614;-;En cours de substitution / En cours de validation
48.8682209999,2.35201700066;"{""type"": ""Point"", ""coordinates"": [2.3520170006617622, 48.868220999937456]}";75002.0;16  Rue de Tracy;la proposition n'a pas été retenue car aucun mur susceptible de servir de support à de la végétation n'a été trouvé à l'adresse indiquée;Mur végétalisé;Propositions non réalisables techniquement;S2014I2042;Lieu où est né Michelet, souillé car le renfoncement sert d'urinoir;-
48.8339030003,2.3178030005;"{""type"": ""Point"", ""coordinates"": [2.31780300049811, 48.83390300033152]}";75014.0;72  Rue Raymond Losserand;la proposition n'a pas été retenue car l'espace n'est pas suffisant;Mur végétalisé;Propositions non réalisables techniquement;S2014I4467;pas de commentaires;-
48.8397699995,2.3971090006;"{""type"": ""Point"", ""coordinates"": [2.397109000598898, 48.839769999541886]}";75012.0;53 Boulevard de Reuilly;la proposition n'a pas été retenue car elle correspond à un opération de plus grande ampleur, incluant potentiellement des travaux relativement conséquents, allant au-delà de cet appel à propositions qui vise à développer une végétalisation de;Autre proposition;Propositions non réalisables techniquement;S2014J105;"*** Prop. 12ème : voir courrier riverain dans doc. 12ème. Demande de rénovation et d'amélioration du terre-plein en face de la Caisse d'Epargne, moins bien entretenu et aménager que les deux ""rond-points"" de l'autre côté de la Pl. F. Eboué";-
48.8253119996,2.34349499957;"{""type"": ""Point"", ""coordinates"": [2.3434949995704573, 48.825311999624155]}";75013.0;25-33 Rue Wurtz;la proposition n'a pas été retenue car elle concerne une zone située en dehors du domaine public géré par la Ville de Paris;Jardinière en pleine terre;Propositions non réalisables techniquement;S2014G2650;un petit coin plein de mauvaises herbes. ... qui serait tellement plus joli avec des fleurs ou un bout de potager!;-
48.8560120003,2.36925000067;"{""type"": ""Point"", ""coordinates"": [2.369250000669369, 48.85601200025293]}";75011.0;12  Rue Amelot;l'absence de commentaires ou de photos, ou de précisions suffisantes, n'ont pas permis aux services de caractériser le type de végétalisation souhaité ou un emplacement suffisament précis;Autre proposition;Propositions non réalisables techniquement;S2014I154;pas de commentaires;-
48.8848849998,2.35831800057;"{""type"": ""Point"", ""coordinates"": [2.3583180005695192, 48.88488499984297]}";75018.0;30?32 Place de la Chapelle;la proposition n'a pas été retenue car l'espace n'est pas suffisant;Plantation d?arbre;Propositions non réalisables techniquement;S2014G3591;Des arbres pour remplacer les pigeons;-
48.8774149996,2.37640000015;"{""type"": ""Point"", ""coordinates"": [2.376400000147744, 48.877414999627625]}";75019.0;78 Rue Georges Lardennois   France;la proposition ne rentre pas dans le cadre de l'opération Du Vert Près de Chez Moi car elle est sans rapport avec une végétalisation de proximité sur l'espace public;Autre proposition;Propositions non réalisables techniquement;S2014J75;"Sur la butte Bergeyre, il y a une chouette vue. Une chouette
 vue et un seul banc. Dommage. On en voudrait plus.";-
48.8401339998,2.40505499986;"{""type"": ""Point"", ""coordinates"": [2.405054999861196, 48.84013399980364]}";75012.0;3 Rue de Montempoivre;La végétalisation proposée (plantation d'arbres, jardinières, ...) est déjà présente à l'emplacement proposé;Mur végétalisé;Propositions non réalisables techniquement;S2014G2373;"Etendre et maitriser la végétalisation de ce mur en bordure
 du talus qui rejoint la promenade vers le jardin Ch Peguy";-
48.8355389999,2.38603599939;"{""type"": ""Point"", ""coordinates"": [2.38603599939416, 48.8355389998626]}";75012.0;10 rue de Dijon;la proposition n'a pas été retenue car elle faisait état d'un dysfonctionnement de l'espace public, et ne rentrait pas dans le cadre de l'opération Du Vert Près de Chez Moi;Plantation d?arbre;Propositions non réalisables techniquement;S2014J99;*** Prop. 12ème : voir doc. 12ème. 2 arbres abattus non replantés devant l'arrêt du bus 24 Dijon Lachambeaudie;-
48.8758140001,2.4072460002;"{""type"": ""Point"", ""coordinates"": [2.407246000204997, 48.87581400006324]}";75020.0;167 Boulevard Mortier;la proposition n'a pas été retenue car elle correspond à un opération de plus grande ampleur, incluant potentiellement des travaux relativement conséquents, allant au-delà de cet appel à propositions qui vise à développer une végétalisation de;Mur végétalisé;Propositions non réalisables techniquement;S2014H62;Mur bâtiment public à végétaliser.;-
48.887018,2.34745999932;"{""type"": ""Point"", ""coordinates"": [2.347459999323187, 48.88701800003057]}";75018.0;1 Rue Ramey;-;Plantation d?arbre;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014G4500;-;-
48.8899180001,2.39763100028;"{""type"": ""Point"", ""coordinates"": [2.397631000277717, 48.88991800013148]}";75019.0;1  Avenue de la Porte de Pantin;-;Plantation d?arbre;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014G1943;-;-
48.8489189996,2.36816899994;"{""type"": ""Point"", ""coordinates"": [2.368168999943113, 48.84891899955698]}";75012.0;Boulevard de la Bastille;la proposition n'a pas été retenue car elle correspond à un opération de plus grande ampleur, incluant potentiellement des travaux relativement conséquents, allant au-delà de cet appel à propositions qui vise à développer une végétalisation de;Autre proposition;Propositions non réalisables techniquement;S2014J104;"*** Prop. 12ème : voir doc. 12ème pour photo. ""Idée de continuité de la promenade plantée vers la Seine. 2 longueurs de stabilisé le lond du boulevard de la Bastille.";-
48.8611660002,2.36779300063;"{""type"": ""Point"", ""coordinates"": [2.3677930006314982, 48.86116600021733]}";75011.0;86 Rue Amelot;la proposition n'a pas été retenue car l'espace n'est pas suffisant;Mur végétalisé;Propositions non réalisables techniquement;S2014G2668;Mur d'une 50 de m2 pouvant être végétalisé;-
48.8482020002,2.32030100054;"{""type"": ""Point"", ""coordinates"": [2.320301000536167, 48.84820200020936]}";75006.0;1 Rue Saint-Romain;la proposition n'a pas été retenue car le trottoir est trop étroit;Pot ou bac à fleurs;Propositions non réalisables techniquement;S2014I3843;Pose de jardinières du 1-9 rue st romain 75006. Merci pour cette superbe idée.;-
48.8755750001,2.40385300009;"{""type"": ""Point"", ""coordinates"": [2.403853000089147, 48.87557500008747]}";75020.0;10 Villa Gagliardini;la proposition n'a pas été retenue car le mur proposé est apparu inadéquat ou en mauvais état;Mur végétalisé;Propositions non réalisables techniquement;S2014H43;Mur de copropriété sur rue à végétaliser;-
48.8935847386,2.35126855795;"{""type"": ""Point"", ""coordinates"": [2.351268557945823, 48.893584738552356]}";75018.0;place cecile brunschvicg;-;Plantation d'arbre;proposition réalisable et retenue dans les 200 points de végétalisation;S2014G4468;-;En cours d'études
48.8386730002,2.39667179952;"{""type"": ""Point"", ""coordinates"": [2.396671799520631, 48.83867300018653]}";75012.0;92b rue claude decaen;-;Pot ou bac à fleurs;proposition réalisable et retenue dans les 200 points de végétalisation;S2014G3110;-;Réalisé
48.8626059997,2.35976899996;"{""type"": ""Point"", ""coordinates"": [2.3597689999592513, 48.86260599971379]}";75003.0;27  Rue Pastourelle;la proposition n'a pas été retenue car le mur proposé est apparu inadéquat ou en mauvais état;Mur végétalisé;Propositions non réalisables techniquement;S2014G2126;pas de commentaires;-
48.8591410003,2.35241799964;"{""type"": ""Point"", ""coordinates"": [2.352417999637323, 48.8591410002588]}";75004.0;16  Rue du Renard;la proposition n'a pas été retenue à cause du manque de luminosité du site proposé, incompatible avec le développement de la végétation;Autre proposition;Propositions non réalisables techniquement;S2014G2414;pas de commentaires;-
48.8631269996,2.34553899946;"{""type"": ""Point"", ""coordinates"": [2.345538999457211, 48.86312699960403]}";75010.0;Porte Saint-Denis;la proposition n'a pas été retenue car elle correspond à un opération de plus grande ampleur, incluant potentiellement des travaux relativement conséquents, allant au-delà de cet appel à propositions qui vise à développer une végétalisation de;Jardinière en pleine terre;Propositions non réalisables techniquement;S2014G4612;remplacer les bornes béton par des pots de fleurs?;-
48.8833169998,2.36601600007;"{""type"": ""Point"", ""coordinates"": [2.366016000068692, 48.8833169997953]}";75010.0;69  Rue de l'Aqueduc;la proposition n'a pas été retenue car aucun mur susceptible de servir de support à de la végétation n'a été trouvé à l'adresse indiquée;Mur végétalisé;Propositions non réalisables techniquement;S2014G2412;lieu triste et sale, souvent occupé par des camions;-
48.8609079998,2.37028399986;"{""type"": ""Point"", ""coordinates"": [2.37028399985631, 48.86090799981377]}";75011.0;17  Rue Alphonse Baudin;la proposition n'a pas été retenue car le trottoir est trop étroit;Mur végétalisé;Propositions non réalisables techniquement;S2014I4685;pas de commentaires;-
48.8838750002,2.32809599963;"{""type"": ""Point"", ""coordinates"": [2.328095999632257, 48.883875000227704]}";75018.0;142 Boulevard de Clichy;la proposition n'a pas été retenue car elle concerne une zone non accessible depuis l'espace public;Mur végétalisé;Propositions non réalisables techniquement;S2014I3250;grand espace pour faire un mur vegetalise;-
48.8967269999,2.34205200067;"{""type"": ""Point"", ""coordinates"": [2.3420520006684162, 48.896726999906825]}";75018.0;102  Rue du Ruisseau;-;Végétalisation d'un pied d'arbre;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014G4228;-;-
48.8722389997,2.32941300043;"{""type"": ""Point"", ""coordinates"": [2.329413000428234, 48.87223899969406]}";75009.0;2 Rue Boudreau;-;Plantation d?arbre;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014H3502;-;-
48.8718279998,2.36405100011;"{""type"": ""Point"", ""coordinates"": [2.364051000110587, 48.871827999846644]}";75010.0;1?19 Rue de Marseille;-;Plantation d?arbre;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014H850;-;-
48.8552959999,2.35583800006;"{""type"": ""Point"", ""coordinates"": [2.35583800006395, 48.85529599990354]}";75004.0;12  Rue du Pont Louis-Philippe;la proposition n'a pas été retenue du fait du caractère sensible du site proposé;Pot ou bac à fleurs;Propositions non réalisables techniquement;S2014I218;dans 'espace libre dégagé par le fait que le stationnement est interdit devant le mémorial de la Shoah;-
48.8641409473,2.35027017716;"{""type"": ""Point"", ""coordinates"": [2.35027017715945, 48.86414094731563]}";75002.0;rue de turbigo;-;Plantation d'arbre;proposition réalisable et retenue dans les 200 points de végétalisation;S2014G2915;-;En cours d'études
48.8767570001,2.35589199947;"{""type"": ""Point"", ""coordinates"": [2.355891999466103, 48.87675700009357]}";75010.0;86  Boulevard de Magenta;la proposition n'a pas été retenue car l'espace n'est pas suffisant;Pot ou bac à fleurs;Propositions non réalisables techniquement;S2014G3457;pas de commentaires;-
48.8611139998,2.36943400012;"{""type"": ""Point"", ""coordinates"": [2.369434000123495, 48.86111399983892]}";75011.0;24  Rue Saint-Sébastien;la proposition n'a pas été retenue à cause du manque de luminosité du site proposé, incompatible avec le développement de la végétation;Mur végétalisé;Propositions non réalisables techniquement;S2014I4790;L'idée serait de créer un mur végétalisé sur la façade de l'école;-
48.8571719997,2.38813699946;"{""type"": ""Point"", ""coordinates"": [2.3881369994559263, 48.85717199973647]}";75011.0;24  Passage Courtois;La végétalisation proposée (plantation d'arbres, jardinières, ...) est déjà présente à l'emplacement proposé;Pot ou bac à fleurs;Propositions non réalisables techniquement;S2014G4275;pas de commentaires;-
